-0.766667 722.865079 
-0.766667 798.833333 
-0.766667 798.833333 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
-0.330159 152.801587 
-0.442857 178.444444 
1902.254289 202.158730 
3906.736348 69.111111 
-0.504762 214.845238 
50474.492816 211.996032 
-0.520635 341.011905 
-0.639683 458.988095 
-0.433333 176.960317 
4595.082096 440.797619 
-0.520635 391.511905 
-0.579365 751.150794 
17659.998185 463.492063 
-0.267460 116.523810 
-0.361905 160.996032 
     Inf      Inf 
-0.544444 300.083333 
20547.429449 160.218254 
74014.407949 226.714286 
-0.457143 217.706349 
-0.507143 389.539683 
-0.285714 134.956349 
-0.528571 258.750000 
-0.353968 131.055556 
-0.361905 151.424603 
11894.905910 649.091270 
     Inf      Inf 
-0.598413 702.841270 
-0.465079 256.658730 
-0.442857 178.444444 
     Inf      Inf 
-0.319841 137.603175 
-0.600000 456.436508 
-0.365873 442.154762 
-0.639683 646.722222 
-0.600000 613.099206 
-0.353968 150.666667 
-0.457143 201.583333 
-0.615873 600.123016 
48869.948489 434.928571 
-0.671429 525.650794 
-0.592063 446.980159 
     Inf      Inf 
-0.592063 539.603175 
-0.672222 683.138889 
     Inf      Inf 
-0.496825 340.750000 
-0.455556 472.944444 
-0.285714 134.956349 
-0.373810 168.269841 
45.784272 283.297619 
-0.650794 782.384921 
-0.385714 138.190476 
     Inf      Inf 
     Inf      Inf 
-0.423810 340.809524 
     Inf      Inf 
-0.552381 463.492063 
-0.568254 503.507937 
-0.465079 198.376984 
49540.157405 315.111111 
-0.423810 277.440476 
24067.895663 160.996032 
     Inf      Inf 
-0.615873 383.944444 
2294.975976 353.718254 
53982.456170 158.789683 
     Inf      Inf 
2269.518962 306.313492 
4917.650798 471.678571 
-0.403175 202.158730 
-0.544444 407.206349 
-0.520635 278.472222 
22492.212793 679.448413 
-0.574603 562.496032 
-0.407937 747.789683 
-0.488889 286.480159 
-0.703175 607.849206 
-0.471429 369.765873 
     Inf      Inf 
70412.587878 562.496032 
31860.837598 224.313492 
10874.925958 291.650794 
-0.302381 142.218254 
-0.455556 472.944444 
-0.285714 134.956349 
-0.353968 131.055556 
-0.394444 453.559524 
     Inf      Inf 
-0.401587 208.023810 
     Inf      Inf 
94300.729153 356.738095 
-0.615873 383.944444 
19009.737912 218.984127 
-0.457143 209.150794 
-0.365873 231.460317 
-0.592063 416.472222 
31285.801336 197.964286 
     Inf      Inf 
-0.433333 212.166667 
-0.473016 262.146825 
-0.504762 228.892857 
-0.385714 161.257937 
18705.390081 495.333333 
-0.600000 456.436508 
-0.403175 202.158730 
-0.361905 161.400794 
-0.442857 178.444444 
     Inf      Inf 
1164.501158 509.111111 
-0.417460 202.777778 
-0.386508 179.396825 
     Inf      Inf 
-0.310317 220.880952 
-0.512698 266.992063 
-0.344444 133.051587 
2382.336185 209.134921 
95350.256202 533.761905 
-0.457143 201.583333 
-0.374603 292.218254 
-0.496825 256.440476 
-0.320635 481.591270 
-0.417460 202.777778 
-0.310317 149.559524 
15128.948848 750.003968 
-0.579365 751.150794 
     Inf      Inf 
-0.584127 597.571429 
-0.409524 485.301587 
4917.650798 471.678571 
5974.961893 517.908730 
-0.326190 150.226190 
-0.592063 517.908730 
-0.334127 147.424603 
     Inf      Inf 
-0.655556 545.293651 
-0.347619 211.996032 
6923.227004 357.329365 
-0.417460 204.123016 
     Inf      Inf 
3701.673326 133.666667 
7226.182551 551.119048 
     Inf      Inf 
     Inf      Inf 
11894.905910 649.091270 
-0.623810 618.924603 
     Inf      Inf 
     Inf      Inf 
-0.568254 394.662698 
     Inf      Inf 
-0.433333 218.162698 
-0.480952 264.892857 
26739.207136 256.440476 
-0.621429 632.988095 
-0.663492 554.015873 
-0.582540 601.055556 
     Inf      Inf 
-0.479365 451.880952 
-0.425397 205.718254 
-0.655556 733.892857 
-0.600000 456.436508 
1888.361646 612.694444 
-0.417460 219.115079 
-0.312698 180.218254 
-0.405556 202.003968 
     Inf      Inf 
29882.845844 744.341270 
3336.502883 217.722222 
     Inf      Inf 
-0.465079 306.313492 
-0.344444 133.051587 
-0.623810 464.710317 
-0.615873 648.051587 
-0.600000 487.047619 
-0.326190 147.484127 
15047.623030 257.912698 
-0.711111 599.035714 
-0.552381 359.674603 
-0.409524 485.301587 
-0.507143 389.539683 
-0.182540 192.297619 
70412.587878 562.496032 
-0.316667 125.777778 
177.387404 151.876984 
-0.296825 97.436508 
1049.310857 222.027778 
53982.456170 158.789683 
-0.552381 463.492063 
-0.409524 223.226190 
-0.663492 551.277778 
1684.387945 345.623016 
65098.937715 168.865079 
-0.302381 142.218254 
-0.544444 407.206349 
-0.598413 631.329365 
-0.582540 622.940476 
     Inf      Inf 
-0.385714 138.190476 
-0.592063 446.980159 
-0.361905 200.182540 
-0.237302 69.111111 
-0.473016 265.837302 
     Inf      Inf 
-0.569841 562.821429 
2122.848902 160.638889 
-0.465079 294.047619 
-0.399206 149.710317 
-0.421429 256.182540 
     Inf      Inf 
-0.528571 258.750000 
-0.347619 211.996032 
-0.511111 496.869048 
2294.975976 353.718254 
-0.600000 589.055556 
-0.552381 447.579365 
-0.433333 218.162698 
-0.296032 204.198413 
-0.368254 220.142857 
1049.310857 222.027778 
69429.155732 419.559524 
-0.385714 171.551587 
-0.655556 574.968254 
-0.423810 340.809524 
     Inf      Inf 
     Inf      Inf 
-0.457143 217.706349 
-0.613492 746.265873 
-0.672222 683.138889 
4130.714365 179.535714 
3261.749617 353.642857 
     Inf      Inf 
-0.409524 174.666667 
-0.417460 204.123016 
-0.513492 505.468254 
5707.980328 562.821429 
-0.504762 488.837302 
-0.672222 683.138889 
-0.672222 683.138889 
-0.385714 138.190476 
-0.598413 631.329365 
-0.649206 685.952381 
     Inf      Inf 
     Inf      Inf 
     Inf      Inf 
-0.488889 286.480159 
-0.511111 649.091270 
     Inf      Inf 
94038.215647 208.492063 
-0.433333 176.960317 
-0.546032 471.678571 
-0.584127 543.805556 
     Inf      Inf 
-0.615873 600.123016 
     Inf      Inf 
-0.409524 174.666667 
-0.455556 493.753968 
-0.380159 412.218254 
162.497128 200.182540 
19315.406606 477.178571 
     Inf      Inf 
97785.237240 300.083333 
-0.711111 890.789683 
     Inf      Inf 
-0.416667 260.984127 
-0.615873 611.341270 
-0.465079 293.761905 
-0.374603 292.218254 
27335.235327 128.480159 
     Inf      Inf 
-0.552381 359.674603 
-0.471429 348.547619 
-0.455556 316.515873 
6179.256611 265.250000 
     Inf      Inf 
     Inf      Inf 
-0.663492 554.015873 
     Inf      Inf 
60774.535081 160.996032 
-0.552381 359.674603 
152.643965 133.051587 
-0.447619 377.642857 
-0.473016 262.146825 
-0.409524 223.226190 
-0.495238 471.087302 
-0.592063 539.603175 
97785.237240 300.083333 
     Inf      Inf 
1303.145357 740.349206 
-0.671429 525.650794 
     Inf      Inf 
-0.536508 489.876984 
     Inf      Inf 
-0.673016 533.761905 
     Inf      Inf 
     Inf      Inf 
-0.285714 134.956349 
-0.290476 93.682540 
     Inf      Inf 
     Inf      Inf 
-0.473016 297.230159 
-0.365873 144.833333 
-0.726984 726.115079 
-0.296825 97.436508 
1888.361646 612.694444 
     Inf      Inf 
-0.473016 407.634921 
-0.417460 172.035714 
     Inf      Inf 
-0.439683 383.865079 
15305.292748 416.472222 
708.105274 261.567460 
-0.568254 473.662698 
1303.145357 740.349206 
95350.256202 533.761905 
     Inf      Inf 
4917.650798 471.678571 
-0.392063 283.753968 
-0.377778 153.202381 
-0.347619 211.996032 
-0.544444 626.722222 
-0.465079 306.313492 
     Inf      Inf 
-0.449206 219.734127 
-0.405556 202.003968 
65083.497144 644.277778 
     Inf      Inf 
-0.320635 481.591270 
-0.405556 202.003968 
-0.520635 226.047619 
-0.558730 503.686508 
-0.357937 424.539683 
-0.528571 528.654762 
-0.409524 200.738095 
-0.488889 277.777778 
-0.457143 228.400794 
-0.381746 193.349206 
-0.465079 306.313492 
-0.519048 578.912698 
     Inf      Inf 
77184.845482 116.523810 
-0.373810 168.269841 
399.177843 533.761905 
-0.302381 123.654762 
-0.409524 485.301587 
-0.409524 485.301587 
     Inf      Inf 
-0.409524 485.301587 
65098.937715 168.865079 
79760.476756 147.484127 
     Inf      Inf 
20074.665943 611.341270 
     Inf      Inf 
-0.655556 545.293651 
-0.328571 411.361111 
-0.488889 254.234127 
15305.292748 416.472222 
6179.256611 265.250000 
-0.416667 260.984127 
     Inf      Inf 
-0.278571 179.535714 
-0.350000 147.821429 
-0.357937 169.448413 
-0.465079 294.047619 
154.207361 202.051587 
-0.519048 574.321429 
-0.377778 202.051587 
-0.569048 499.162698 
-0.528571 335.750000 
152.643965 133.051587 
-0.523016 459.059524 
-0.687302 702.976190 
     Inf      Inf 
     Inf      Inf 
2411.120324 494.472222 
     Inf      Inf 
-0.409524 223.226190 
-0.433333 192.654762 
-0.374603 292.218254 
-0.449206 321.099206 
     Inf      Inf 
19072.121553 254.178571 
5616.196263 219.734127 
-0.766667 798.833333 
-0.568254 449.742063 
     Inf      Inf 
-0.380159 412.218254 
     Inf      Inf 
-0.552381 463.492063 
-0.552381 447.579365 
326.451116 284.793651 
-0.726984 831.503968 
-0.492063 518.384921 
     Inf      Inf 
-0.237302 310.361111 
80265.205562 234.801587 
-0.416667 260.984127 
     Inf      Inf 
-0.361905 161.400794 
-0.750794 658.357143 
-0.687302 528.674603 
-0.726984 586.456349 
-0.671429 525.650794 
-0.647619 443.972222 
-0.663492 477.837302 
-0.615873 313.373016 
-0.544444 254.591270 
-0.552381 299.813492 
-0.520635 226.047619 
-0.512698 209.134921 
-0.449206 187.496032 
-0.465079 198.376984 
-0.442857 178.444444 
-0.385714 138.190476 
-0.399206 149.710317 
-0.441270 170.531746 
-0.296825 97.436508 
-0.290476 93.682540 
-0.369841 128.480159 
-0.343651 101.567460 
-0.385714 138.190476 
-0.442857 178.444444 
-0.237302 69.111111 
-0.254762 93.424603 
-0.296825 97.436508 
-0.671429 525.650794 
-0.369841 128.480159 
-0.615873 313.373016 
-0.465079 198.376984 
-0.385714 138.190476 
-0.750794 675.452381 
-0.673016 533.761905 
-0.711111 599.035714 
-0.647619 477.178571 
-0.639683 458.988095 
-0.663492 505.480159 
-0.544444 283.297619 
-0.528571 258.750000 
-0.504762 214.845238 
-0.393651 159.484127 
-0.316667 125.777778 
-0.441270 179.404762 
3906.736348 69.111111 
-0.244444 94.956349 
-0.272222 99.702381 
-0.353968 131.055556 
-0.615873 383.944444 
-0.465079 203.876984 
-0.377778 138.829365 
